TransactionDate,Description,Category,AmountUSD,Balance,TransactionClassification,MerchantClassification,NormalizedEntity,TransactionName,IsCreditCardExpense,Reason,Confidence,RuleHit
2025-03-24,99achr0016706780001 11/19/2024 ach adjustment,Refunds,5800.0,,Other,Other,Other,99achr0016706780001 11/19/2024 ach adjustment,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-08-22,electronic deposit ebay comz7ycd7sr,Revenue,207.26,,Other,Other,Other,electronic deposit ebay comz7ycd7sr,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-12-12,electronic deposit ebay comzojganjg,Revenue,176.2,,Other,Other,Other,electronic deposit ebay comzojganjg,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-11-25,electronic deposit facebook inc,Revenue,36.52,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-12-23,electronic deposit facebook inc,Revenue,49.81,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-01-23,electronic deposit facebook inc,Revenue,47.8,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-02-24,electronic deposit facebook inc,Revenue,29.11,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-24,electronic deposit facebook inc,Revenue,24.32,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-23,electronic deposit facebook inc,Revenue,28.47,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-22,electronic deposit facebook inc,Revenue,35.44,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-23,electronic deposit facebook inc,Revenue,41.22,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-07-24,electronic deposit facebook inc,Revenue,42.0,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-08-25,electronic deposit facebook inc,Revenue,44.1,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-09-22,electronic deposit facebook inc,Revenue,41.33,,Other,Other,Other,electronic deposit facebook inc,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-11-01,electronic deposit global - e,Revenue,36213.31,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-11-08,electronic deposit global - e,Revenue,25099.08,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-11-15,electronic deposit global - e,Revenue,22354.96,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-11-22,electronic deposit global - e,Revenue,29303.57,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-12-02,electronic deposit global - e,Revenue,63723.87,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-12-09,electronic deposit global - e,Revenue,60830.73,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-12-16,electronic deposit global - e,Revenue,36720.15,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2024-12-23,electronic deposit global - e,Revenue,28784.05,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-01-02,electronic deposit global - e,Revenue,39385.85,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-01-08,electronic deposit global - e,Revenue,25277.93,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-01-15,electronic deposit global - e,Revenue,28795.6,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-01-22,electronic deposit global - e,Revenue,24287.97,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-02-03,electronic deposit global - e,Revenue,29493.16,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-02-10,electronic deposit global - e,Revenue,23793.66,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-02-18,electronic deposit global - e,Revenue,22474.29,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-02-24,electronic deposit global - e,Revenue,19658.86,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-03,electronic deposit global - e,Revenue,31284.11,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-10,electronic deposit global - e,Revenue,32950.06,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-17,electronic deposit global - e,Revenue,21194.38,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-03-24,electronic deposit global - e,Revenue,26338.62,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-01,electronic deposit global - e,Revenue,30314.78,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-08,electronic deposit global - e,Revenue,36779.27,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-15,electronic deposit global - e,Revenue,21950.21,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-04-22,electronic deposit global - e,Revenue,29190.92,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-01,electronic deposit global - e,Revenue,33956.59,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-08,electronic deposit global - e,Revenue,47936.47,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-15,electronic deposit global - e,Revenue,37942.24,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-05-22,electronic deposit global - e,Revenue,48395.86,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-02,electronic deposit global - e,Revenue,46553.95,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-09,electronic deposit global - e,Revenue,28833.64,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-16,electronic deposit global - e,Revenue,35721.59,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-06-23,electronic deposit global - e,Revenue,27995.39,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-07-01,electronic deposit global - e,Revenue,61955.38,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-07-08,electronic deposit global - e,Revenue,31532.0,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-07-15,electronic deposit global - e,Revenue,29871.92,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-07-22,electronic deposit global - e,Revenue,47469.8,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-08-01,electronic deposit global - e,Revenue,42736.31,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-08-08,electronic deposit global - e,Revenue,31679.11,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-08-15,electronic deposit global - e,Revenue,27974.77,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-08-22,electronic deposit global - e,Revenue,32452.49,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-09-02,electronic deposit global - e,Revenue,25733.63,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-09-08,electronic deposit global - e,Revenue,65174.0,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
2025-09-15,electronic deposit global - e,Revenue,27146.61,,Other,Other,Other,electronic deposit global - e,False,No specific rule matched; defaulted to fallback.,0.1,RULE_FALLBACK
